"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,NA,NA,NA,153,NA,NA,NA
NA,NA,NA,172,NA,NA,NA,NA,NA,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,172,NA,182,153,139,157,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
182,142,NA,NA,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,171,NA,NA,NA,NA,NA,NA
NA,160,157,NA,NA,NA,NA,NA,NA,NA
NA,160,157,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,NA,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,165,NA,162,NA,171,NA
NA,NA,NA,NA,NA,NA,NA,NA,153,NA
NA,NA,NA,NA,NA,NA,NA,NA,153,NA
NA,NA,NA,NA,NA,NA,NA,NA,153,NA
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,180,191,161,NA,NA,164
186,199,NA,176,NA,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
186,198,NA,176,180,191,161,NA,NA,164
NA,NA,146,155,NA,NA,NA,NA,NA,NA
NA,146,NA,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,146,146,155,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,NA,NA,164,171,NA,NA,189,173
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,166,145,NA,NA,NA
NA,NA,172,NA,NA,NA,NA,NA,NA,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,NA,NA,NA,NA,NA,NA,182,NA
NA,NA,NA,NA,NA,166,145,NA,NA,NA
NA,NA,NA,NA,NA,166,145,NA,NA,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,NA,NA,NA,NA,NA
NA,NA,172,NA,NA,166,145,NA,NA,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,166,145,NA,182,NA
NA,NA,172,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,182,NA
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,165
NA,NA,NA,NA,NA,NA,156,175,NA,NA
NA,188,174,181,177,158,136,147,180,171
NA,188,174,181,177,158,136,147,180,171
NA,188,174,181,177,158,136,147,180,171
NA,188,174,181,177,158,136,147,180,171
NA,188,174,181,177,158,136,147,180,171
NA,NA,174,181,177,158,NA,NA,NA,171
NA,188,174,181,177,NA,NA,NA,NA,171
NA,NA,174,181,177,NA,NA,147,NA,171
NA,NA,NA,181,177,NA,NA,147,NA,NA
NA,188,NA,181,177,NA,NA,147,NA,NA
NA,188,174,181,177,158,136,147,180,171
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
165,148,178,180,189,NA,NA,NA,NA,NA
NA,NA,154,NA,NA,NA,NA,NA,NA,NA
NA,NA,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
168,175,154,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,NA,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,NA,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,NA,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
NA,NA,NA,NA,NA,NA,NA,NA,171,175
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
149,151,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,NA,188,NA
NA,NA,NA,NA,NA,NA,NA,143,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,170,NA
NA,NA,NA,NA,NA,NA,NA,143,NA,148
NA,NA,NA,NA,NA,NA,NA,143,NA,148
NA,NA,NA,NA,NA,NA,NA,143,NA,NA
NA,NA,NA,NA,NA,NA,NA,143,170,148
NA,NA,NA,NA,NA,NA,NA,143,170,148
NA,NA,NA,NA,NA,NA,NA,143,170,NA
NA,NA,NA,NA,NA,NA,NA,143,170,148
NA,NA,NA,NA,NA,NA,NA,143,NA,NA
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,NA
NA,NA,NA,NA,NA,NA,NA,180,162,NA
NA,NA,NA,NA,NA,NA,NA,180,162,NA
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
NA,NA,NA,NA,NA,NA,NA,180,162,145
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,138,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,131,149,171,140,138
150,133,132,172,166,NA,149,171,NA,138
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,NA,NA,157,NA,157
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,169,167,146
NA,NA,NA,NA,NA,170,170,NA,167,146
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,180,158,185,183
NA,NA,NA,148,143,NA,NA,158,185,183
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,NA,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,162,NA,NA,NA,NA,NA,NA,NA
NA,151,NA,NA,NA,NA,NA,NA,NA,NA
NA,151,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,NA,NA,NA,NA,NA,NA,163,164,NA
NA,144,156,NA,NA,NA,NA,NA,NA,NA
NA,144,156,166,163,NA,160,154,154,NA
NA,144,156,NA,NA,NA,NA,NA,NA,NA
NA,144,156,NA,NA,NA,NA,NA,154,NA
NA,144,156,NA,NA,NA,NA,NA,NA,NA
NA,144,156,NA,163,NA,NA,NA,154,NA
NA,144,156,NA,NA,NA,NA,NA,NA,NA
NA,144,156,NA,NA,NA,NA,NA,154,NA
NA,144,156,NA,NA,NA,NA,NA,154,NA
NA,144,156,166,163,NA,160,154,154,NA
NA,144,NA,166,163,NA,160,NA,NA,NA
NA,144,156,166,163,NA,160,NA,NA,NA
NA,144,156,166,163,NA,160,NA,NA,NA
NA,144,156,166,163,NA,160,154,154,NA
NA,144,156,NA,NA,NA,160,154,154,NA
NA,144,156,166,163,NA,160,154,154,NA
NA,144,156,166,163,NA,160,154,154,NA
NA,144,156,166,163,NA,160,154,154,NA
NA,144,156,166,163,NA,160,154,154,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
177,190,169,164,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,137,NA,NA
NA,NA,NA,NA,NA,NA,NA,137,NA,173
NA,NA,NA,NA,NA,NA,NA,137,NA,173
NA,NA,NA,NA,NA,NA,NA,137,194,173
NA,NA,NA,NA,NA,NA,NA,137,194,173
NA,NA,NA,NA,NA,NA,NA,137,NA,NA
NA,NA,NA,NA,NA,NA,NA,137,194,NA
NA,NA,NA,NA,NA,NA,NA,137,NA,NA
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,135,131
NA,NA,NA,NA,NA,138,NA,190,NA,NA
